locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_03905	gene	477	rsbW			
PL25_03905	CDS	477	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
PL25_03906	gene	792	sigB			
PL25_03906	CDS	792	sigB		COG1191	RNA polymerase sigma-B factor
PL25_03907	gene	591	rsbX			
PL25_03907	CDS	591	rsbX	3.1.3.3	COG2208	Phosphoserine phosphatase RsbX
PL25_03908	gene	1347				
PL25_03908	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_03909	gene	216				
PL25_03909	CDS	216				hypothetical protein
PL25_03910	gene	2172	yhgF			
PL25_03910	CDS	2172	yhgF		COG2183	Protein YhgF
PL25_03911	gene	1464	katA_3			
PL25_03911	CDS	1464	katA_3	1.11.1.6	COG0753	Vegetative catalase
PL25_03912	gene	450				
PL25_03912	CDS	450				Protein SprT-like protein
PL25_03913	gene	75				
PL25_03913	tRNA	75				tRNA-Asn(gtt)
PL25_03914	gene	91				
PL25_03914	tRNA	91				tRNA-Ser(gct)
PL25_03915	gene	75				
PL25_03915	tRNA	75				tRNA-Glu(ttc)
PL25_03916	gene	77				
PL25_03916	tRNA	77				tRNA-Asp(gtc)
PL25_03917	gene	75				
PL25_03917	tRNA	75				tRNA-Gln(ttg)
PL25_03918	gene	76				
PL25_03918	tRNA	76				tRNA-Lys(ttt)
PL25_03919	gene	84				
PL25_03919	tRNA	84				tRNA-Leu(tag)
PL25_03920	gene	87				
PL25_03920	tRNA	87				tRNA-Leu(gag)
PL25_03921	gene	1110				
PL25_03921	CDS	1110			COG0582	Putative prophage phiRv2 integrase
PL25_03922	gene	249				
PL25_03922	CDS	249				hypothetical protein
PL25_03923	gene	399	immR			
PL25_03923	CDS	399	immR		COG1396	HTH-type transcriptional regulator ImmR
PL25_03924	gene	186	xis			
PL25_03924	CDS	186	xis			ICEBs1 excisionase
PL25_03925	gene	396				
PL25_03925	CDS	396				hypothetical protein
PL25_03926	gene	1458				
PL25_03926	CDS	1458				hypothetical protein
PL25_03927	gene	966				
PL25_03927	CDS	966				hypothetical protein
PL25_03928	gene	375				
PL25_03928	CDS	375				hypothetical protein
PL25_03929	gene	282				
PL25_03929	CDS	282				hypothetical protein
PL25_03930	gene	1059				
PL25_03930	CDS	1059				hypothetical protein
PL25_03931	gene	252				
PL25_03931	CDS	252				hypothetical protein
PL25_03932	gene	537				
PL25_03932	CDS	537				hypothetical protein
PL25_03933	gene	2397				
PL25_03933	CDS	2397				hypothetical protein
PL25_03934	gene	2121				
PL25_03934	CDS	2121				hypothetical protein
PL25_03935	gene	1026				
PL25_03935	CDS	1026				hypothetical protein
PL25_03936	gene	504				
PL25_03936	CDS	504				hypothetical protein
PL25_03937	gene	1083				
PL25_03937	CDS	1083				hypothetical protein
PL25_03938	gene	1215				
PL25_03938	CDS	1215				hypothetical protein
PL25_03939	gene	1716				
PL25_03939	CDS	1716				hypothetical protein
PL25_03940	gene	1284				
PL25_03940	CDS	1284				IS110 family transposase IS653
PL25_03941	gene	77				
PL25_03941	tRNA	77				tRNA-Arg(acg)
PL25_03942	gene	77				
PL25_03942	tRNA	77				tRNA-Pro(tgg)
PL25_03943	gene	74				
PL25_03943	tRNA	74				tRNA-Gly(tcc)
PL25_03944	gene	74				
PL25_03944	tRNA	74				tRNA-Ile(gat)
PL25_03945	gene	1566				
PL25_03945	rRNA	1566				16S ribosomal RNA
PL25_03946	gene	68				
PL25_03946	misc_RNA	68				Bacillaceae-1
PL25_03947	gene	2919				
PL25_03947	rRNA	2919				23S ribosomal RNA
PL25_03948	gene	116				
PL25_03948	rRNA	116				5S ribosomal RNA
PL25_03949	gene	77				
PL25_03949	tRNA	77				tRNA-Met(cat)
PL25_03950	gene	77				
PL25_03950	tRNA	77				tRNA-Asp(gtc)
PL25_03951	gene	966	thiL			
PL25_03951	CDS	966	thiL	2.7.4.16		Thiamine-monophosphate kinase
PL25_03952	gene	456	tsaE			
PL25_03952	CDS	456	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
PL25_03953	gene	708	tsaB			
PL25_03953	CDS	708	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
PL25_03954	gene	450	rimI_3			
PL25_03954	CDS	450	rimI_3	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
PL25_03955	gene	1011	tsaD			
PL25_03955	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PL25_03956	gene	1173	rodA_2			
PL25_03956	CDS	1173	rodA_2	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
PL25_03957	gene	1926	yheS_2			
PL25_03957	CDS	1926	yheS_2		COG0488	putative ATP-binding protein YheS
PL25_03958	gene	510	moaC			
PL25_03958	CDS	510	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
PL25_03959	gene	645	rex			
PL25_03959	CDS	645	rex		COG2344	Redox-sensing transcriptional repressor Rex
PL25_03960	gene	981				
PL25_03960	CDS	981				hypothetical protein
PL25_03961	gene	201				
PL25_03961	CDS	201				hypothetical protein
PL25_03962	gene	708	mroQ			
PL25_03962	CDS	708	mroQ	3.4.-.-		Membrane-embedded CAAX protease MroQ
PL25_03963	gene	282	groES			
PL25_03963	CDS	282	groES		COG0234	Co-chaperonin GroES
PL25_03964	gene	1641	groEL			
PL25_03964	CDS	1641	groEL	5.6.1.7	COG0459	Chaperonin GroEL
PL25_03965	gene	390	xerC_5			
PL25_03965	CDS	390	xerC_5			Tyrosine recombinase XerC
PL25_03966	gene	213				
PL25_03966	CDS	213				hypothetical protein
PL25_03967	gene	603				
PL25_03967	CDS	603				hypothetical protein
PL25_03968	gene	213				
PL25_03968	CDS	213				hypothetical protein
PL25_03969	gene	1218				
PL25_03969	CDS	1218				hypothetical protein
PL25_03970	gene	282				
PL25_03970	CDS	282				hypothetical protein
PL25_03971	gene	1056				
PL25_03971	CDS	1056				hypothetical protein
PL25_03972	gene	441				
PL25_03972	CDS	441				hypothetical protein
PL25_03973	gene	687				
PL25_03973	CDS	687				hypothetical protein
PL25_03974	gene	519				
PL25_03974	CDS	519				hypothetical protein
PL25_03975	gene	1320				
PL25_03975	CDS	1320				IS1182 family transposase IS663
PL25_03976	gene	68				
PL25_03976	misc_RNA	68				Ref64
PL25_03977	gene	306				
PL25_03977	CDS	306				hypothetical protein
PL25_03978	gene	750				
PL25_03978	CDS	750				hypothetical protein
PL25_03979	gene	996	yfiY			
PL25_03979	CDS	996	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
PL25_03980	gene	1017	yfiZ			
PL25_03980	CDS	1017	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
PL25_03981	gene	1041	yfhA			
PL25_03981	CDS	1041	yfhA		COG0609	putative siderophore transport system permease protein YfhA
PL25_03982	gene	639				
PL25_03982	CDS	639				hypothetical protein
PL25_03983	gene	753				
PL25_03983	CDS	753				hypothetical protein
PL25_03984	gene	852				
PL25_03984	CDS	852				hypothetical protein
PL25_03985	gene	684				
PL25_03985	CDS	684				hypothetical protein
PL25_03986	gene	507	sigE_2			
PL25_03986	CDS	507	sigE_2			ECF RNA polymerase sigma factor SigE
PL25_03987	gene	339				
PL25_03987	CDS	339				hypothetical protein
PL25_03988	gene	2250				
PL25_03988	CDS	2250				hypothetical protein
PL25_03989	gene	1620	nfdA_2			
PL25_03989	CDS	1620	nfdA_2	3.5.1.91		N-substituted formamide deformylase
PL25_03990	gene	894				
PL25_03990	CDS	894				hypothetical protein
PL25_03991	gene	471				
PL25_03991	CDS	471				hypothetical protein
PL25_03992	gene	318				
PL25_03992	CDS	318				hypothetical protein
PL25_03993	gene	213				
PL25_03993	CDS	213				hypothetical protein
PL25_03994	gene	564				
PL25_03994	CDS	564				hypothetical protein
PL25_03995	gene	807	yafV			
PL25_03995	CDS	807	yafV	3.5.1.3		Omega-amidase YafV
PL25_03996	gene	660	yflN_2			
PL25_03996	CDS	660	yflN_2	3.-.-.-	COG0491	putative metallo-hydrolase YflN
PL25_03997	gene	360	yybR			
PL25_03997	CDS	360	yybR		COG1733	putative HTH-type transcriptional regulator YybR
PL25_03998	gene	378				
PL25_03998	CDS	378				hypothetical protein
PL25_03999	gene	642				
PL25_03999	CDS	642				hypothetical protein
PL25_04000	gene	696	yflN_3			
PL25_04000	CDS	696	yflN_3	3.-.-.-	COG0491	putative metallo-hydrolase YflN
PL25_04001	gene	219				
PL25_04001	CDS	219				hypothetical protein
PL25_04002	gene	651	cat			
PL25_04002	CDS	651	cat	2.3.1.28		Chloramphenicol acetyltransferase
PL25_04003	gene	402				
PL25_04003	CDS	402				hypothetical protein
PL25_04004	gene	630				
PL25_04004	CDS	630				hypothetical protein
PL25_04005	gene	537				
PL25_04005	CDS	537				IS1595 family transposase ISSpgl1
PL25_04006	gene	1677				
PL25_04006	CDS	1677				IS1182 family transposase IS663
PL25_04007	gene	68				
PL25_04007	misc_RNA	68				Ref64
PL25_04008	gene	1518				
PL25_04008	CDS	1518				hypothetical protein
PL25_04009	gene	1107				
PL25_04009	CDS	1107				hypothetical protein
PL25_04010	gene	1305				
PL25_04010	CDS	1305				hypothetical protein
PL25_04011	gene	930				
PL25_04011	CDS	930				hypothetical protein
PL25_04012	gene	867				
PL25_04012	CDS	867				hypothetical protein
PL25_04013	gene	180				
PL25_04013	CDS	180				hypothetical protein
PL25_04014	gene	669				
PL25_04014	CDS	669				hypothetical protein
PL25_04015	gene	645				
PL25_04015	CDS	645				hypothetical protein
PL25_04016	gene	2142				
PL25_04016	CDS	2142				hypothetical protein
PL25_04017	gene	585				
PL25_04017	CDS	585				hypothetical protein
PL25_04018	gene	546				
PL25_04018	CDS	546				hypothetical protein
PL25_04019	gene	585				
PL25_04019	CDS	585				hypothetical protein
PL25_04020	gene	288				
PL25_04020	CDS	288				hypothetical protein
PL25_04021	gene	555				
PL25_04021	CDS	555				hypothetical protein
PL25_04022	gene	564				
PL25_04022	CDS	564				hypothetical protein
PL25_04023	gene	543				
PL25_04023	CDS	543				hypothetical protein
PL25_04024	gene	519				
PL25_04024	CDS	519				hypothetical protein
PL25_04025	gene	1464				
PL25_04025	CDS	1464				hypothetical protein
PL25_04026	gene	843	phpP			
PL25_04026	CDS	843	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
PL25_04027	gene	804	prkC_2			
PL25_04027	CDS	804	prkC_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
PL25_04028	gene	1374				
PL25_04028	CDS	1374				hypothetical protein
PL25_04029	gene	846	yfmS_2			
PL25_04029	CDS	846	yfmS_2		COG0840	Putative sensory transducer protein YfmS
PL25_04030	gene	1380	gatA_2			
PL25_04030	CDS	1380	gatA_2	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
PL25_04031	gene	1794	chiA1			
PL25_04031	CDS	1794	chiA1	3.2.1.14		Chitinase A1
PL25_04032	gene	588	yknY			
PL25_04032	CDS	588	yknY	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
PL25_04033	gene	291				
PL25_04033	CDS	291				hypothetical protein
PL25_04034	gene	747	mta_2			
PL25_04034	CDS	747	mta_2		COG0789	HTH-type transcriptional activator mta
PL25_04035	gene	759	drrB3			
PL25_04035	CDS	759	drrB3			Daunorubicin resistance ABC transporter permease protein DrrB3
PL25_04036	gene	951	drrA1			
PL25_04036	CDS	951	drrA1	7.6.2.2		Daunorubicin resistance ATP-binding protein DrrA1
PL25_04037	gene	330				
PL25_04037	CDS	330				hypothetical protein
PL25_04038	gene	300				
PL25_04038	CDS	300				hypothetical protein
PL25_04039	gene	204				
PL25_04039	CDS	204				hypothetical protein
PL25_04040	gene	558	sipW_2			
PL25_04040	CDS	558	sipW_2	3.4.21.89	COG0681	Signal peptidase I W
PL25_04041	gene	594	tasA_2			
PL25_04041	CDS	594	tasA_2			Major biofilm matrix component
PL25_04042	gene	1668	nprB_2			
PL25_04042	CDS	1668	nprB_2	3.4.24.-	COG3227	Neutral protease B
PL25_04043	gene	1230				
PL25_04043	CDS	1230				hypothetical protein
PL25_04044	gene	378	hxlR_1			
PL25_04044	CDS	378	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
PL25_04045	gene	1233				
PL25_04045	CDS	1233			COG3385	IS4 family transposase ISDre1
PL25_04046	gene	1347				
PL25_04046	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_04047	gene	525	yraA_2			
PL25_04047	CDS	525	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
PL25_04048	gene	684	ung			
PL25_04048	CDS	684	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
PL25_04049	gene	231				
PL25_04049	CDS	231				hypothetical protein
PL25_04050	gene	594				
PL25_04050	CDS	594		2.3.1.-		Acetyltransferase
PL25_04051	gene	582				
PL25_04051	CDS	582				hypothetical protein
PL25_04052	gene	2262				
PL25_04052	CDS	2262				hypothetical protein
PL25_04053	gene	1209	gbsB			
PL25_04053	CDS	1209	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
PL25_04054	gene	1470	gbsA			
PL25_04054	CDS	1470	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
PL25_04055	gene	564	opcR_2			
PL25_04055	CDS	564	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
PL25_04056	gene	906				
PL25_04056	CDS	906				hypothetical protein
PL25_04057	gene	1299	amaB			
PL25_04057	CDS	1299	amaB	3.5.1.87		N-carbamoyl-L-amino acid amidohydrolase
PL25_04058	gene	564				
PL25_04058	CDS	564				hypothetical protein
PL25_04059	gene	1221	ykuI			
PL25_04059	CDS	1221	ykuI		COG2200	putative EAL-domain containing protein YkuI
PL25_04060	gene	1248				
PL25_04060	CDS	1248				hypothetical protein
PL25_04061	gene	333				
PL25_04061	CDS	333				hypothetical protein
PL25_04062	gene	609				
PL25_04062	CDS	609				hypothetical protein
PL25_04063	gene	327				
PL25_04063	CDS	327				hypothetical protein
PL25_04064	gene	2043	katE			
PL25_04064	CDS	2043	katE	1.11.1.6	COG0753	Catalase HPII
PL25_04065	gene	747	linX			
PL25_04065	CDS	747	linX	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
PL25_04066	gene	591				
PL25_04066	CDS	591				hypothetical protein
PL25_04067	gene	1686				
PL25_04067	CDS	1686				hypothetical protein
PL25_04068	gene	498				
PL25_04068	CDS	498				hypothetical protein
PL25_04069	gene	1005				
PL25_04069	CDS	1005				hypothetical protein
PL25_04070	gene	1554	gerBA_2			
PL25_04070	CDS	1554	gerBA_2		COG0697	Spore germination protein B1
PL25_04071	gene	1104	yndE			
PL25_04071	CDS	1104	yndE		COG0531	Spore germination protein YndE
PL25_04072	gene	1191	gerAC_2			
PL25_04072	CDS	1191	gerAC_2			Spore germination protein A3
PL25_04073	gene	168				
PL25_04073	CDS	168				hypothetical protein
PL25_04074	gene	1500	lpa			
PL25_04074	CDS	1500	lpa	3.5.1.138		Lipoamidase
PL25_04075	gene	156				
PL25_04075	CDS	156				hypothetical protein
PL25_04076	gene	1524	abgT_2			
PL25_04076	CDS	1524	abgT_2		COG2978	p-aminobenzoyl-glutamate transport protein
PL25_04077	gene	68				
PL25_04077	misc_RNA	68				Bacillaceae-1
PL25_04078	gene	1353	tpa			
PL25_04078	CDS	1353	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
PL25_04079	gene	68				
PL25_04079	misc_RNA	68				Bacillaceae-1
PL25_04080	gene	1188	doeA			
PL25_04080	CDS	1188	doeA	3.5.4.44	COG0006	Ectoine hydrolase
PL25_04081	gene	68				
PL25_04081	misc_RNA	68				Bacillaceae-1
PL25_04082	gene	969	ghrB_3			
PL25_04082	CDS	969	ghrB_3	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
PL25_04083	gene	68				
PL25_04083	misc_RNA	68				Bacillaceae-1
PL25_04084	gene	657	rspR			
PL25_04084	CDS	657	rspR		COG1802	HTH-type transcriptional repressor RspR
PL25_04085	gene	975				
PL25_04085	CDS	975		4.3.1.19		L-threonine ammonia-lyase
PL25_04086	gene	846	dat_1			
PL25_04086	CDS	846	dat_1	2.6.1.21		D-alanine aminotransferase
PL25_04087	gene	1143	alr1			
PL25_04087	CDS	1143	alr1	5.1.1.1	COG0787	Alanine racemase 1
PL25_04088	gene	960	moxR1_2			
PL25_04088	CDS	960	moxR1_2		COG0714	Chaperone MoxR1
PL25_04089	gene	1266				
PL25_04089	CDS	1266				hypothetical protein
PL25_04090	gene	2181				
PL25_04090	CDS	2181				hypothetical protein
PL25_04091	gene	102				
PL25_04091	misc_RNA	102				Purine
PL25_04092	gene	1536	guaA			
PL25_04092	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
PL25_04093	gene	1059	ubiE_2			
PL25_04093	CDS	1059	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PL25_04094	gene	885				
PL25_04094	CDS	885			COG0701	Putative two-component membrane permease complex subunit SMU_747c
PL25_04095	gene	321	arsR			
PL25_04095	CDS	321	arsR		COG0640	Arsenical resistance operon repressor
PL25_04096	gene	1392	jefA			
PL25_04096	CDS	1392	jefA		COG0477	Drug efflux pump JefA
PL25_04097	gene	777	fepC			
PL25_04097	CDS	777	fepC	7.2.2.17	COG1120	Ferric enterobactin transport ATP-binding protein FepC
PL25_04098	gene	1032	hmuU			
PL25_04098	CDS	1032	hmuU		COG0609	Hemin transport system permease protein HmuU
PL25_04099	gene	1002				
PL25_04099	CDS	1002				hypothetical protein
PL25_04100	gene	207				
PL25_04100	CDS	207				hypothetical protein
PL25_04101	gene	651				
PL25_04101	CDS	651				hypothetical protein
PL25_04102	gene	825				
PL25_04102	CDS	825				hypothetical protein
PL25_04103	gene	987	dppF_2			
PL25_04103	CDS	987	dppF_2	7.4.2.9	COG4608	Dipeptide transport ATP-binding protein DppF
PL25_04104	gene	996	oppD_7			
PL25_04104	CDS	996	oppD_7	7.4.2.6		Oligopeptide transport ATP-binding protein OppD
PL25_04105	gene	810	gsiD_2			
PL25_04105	CDS	810	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
PL25_04106	gene	945	gsiC_2			
PL25_04106	CDS	945	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
PL25_04107	gene	1551	appA_2			
PL25_04107	CDS	1551	appA_2			Oligopeptide-binding protein AppA
PL25_04108	gene	735				
PL25_04108	CDS	735			COG1234	putative protein
PL25_04109	gene	840	ybbH_2			
PL25_04109	CDS	840	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
PL25_04110	gene	639				
PL25_04110	CDS	639		3.1.3.3		Phosphoserine phosphatase
PL25_04111	gene	183				
PL25_04111	CDS	183				hypothetical protein
PL25_04112	gene	267				
PL25_04112	CDS	267				hypothetical protein
PL25_04113	gene	276				
PL25_04113	CDS	276				hypothetical protein
PL25_04114	gene	231				
PL25_04114	CDS	231				hypothetical protein
PL25_04115	gene	2595	adhE			
PL25_04115	CDS	2595	adhE		COG1012	Aldehyde-alcohol dehydrogenase
PL25_04116	gene	231				
PL25_04116	CDS	231				hypothetical protein
PL25_04117	gene	68				
PL25_04117	misc_RNA	68				Bacillaceae-1
PL25_04118	gene	2256	pflB			
PL25_04118	CDS	2256	pflB	2.3.1.54		Formate acetyltransferase
PL25_04119	gene	750	pflA			
PL25_04119	CDS	750	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
PL25_04120	gene	101				
PL25_04120	misc_RNA	101				Purine
PL25_04121	gene	1335	pbuG			
PL25_04121	CDS	1335	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
PL25_04122	gene	1176				
PL25_04122	CDS	1176				hypothetical protein
PL25_04123	gene	528	msrA			
PL25_04123	CDS	528	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
PL25_04124	gene	708	yiiM			
PL25_04124	CDS	708	yiiM		COG2258	Protein YiiM
PL25_04125	gene	435				
PL25_04125	CDS	435				hypothetical protein
PL25_04126	gene	627				
PL25_04126	CDS	627				hypothetical protein
PL25_04127	gene	101				
PL25_04127	misc_RNA	101				Purine
PL25_04128	gene	486	purE			
PL25_04128	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PL25_04129	gene	1134	purK			
PL25_04129	CDS	1134	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PL25_04130	gene	1296	purB			
PL25_04130	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PL25_04131	gene	714	purC			
PL25_04131	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PL25_04132	gene	252	purS			
PL25_04132	CDS	252	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
PL25_04133	gene	684	purQ			
PL25_04133	CDS	684	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
PL25_04134	gene	2229	purL			
PL25_04134	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
PL25_04135	gene	1410	purF			
PL25_04135	CDS	1410	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PL25_04136	gene	1017	purM			
PL25_04136	CDS	1017	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
PL25_04137	gene	576	purN			
PL25_04137	CDS	576	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PL25_04138	gene	1533	purH			
PL25_04138	CDS	1533	purH			Bifunctional purine biosynthesis protein PurH
PL25_04139	gene	1260	purD			
PL25_04139	CDS	1260	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PL25_04140	gene	696	vanRc			
PL25_04140	CDS	696	vanRc			Regulatory protein VanRc
PL25_04141	gene	1101	vanS			
PL25_04141	CDS	1101	vanS	2.7.13.3		Sensor protein VanS
PL25_04142	gene	891	vanY			
PL25_04142	CDS	891	vanY	3.4.17.-		D-alanyl-D-alanine carboxypeptidase
PL25_04143	gene	1743	yerA			
PL25_04143	CDS	1743	yerA	3.5.4.2	COG1001	Putative adenine deaminase YerA
PL25_04144	gene	1050	yerB			
PL25_04144	CDS	1050	yerB		COG1470	Putative lipoprotein YerB
PL25_04145	gene	315				
PL25_04145	CDS	315				hypothetical protein
PL25_04146	gene	690	pcrB			
PL25_04146	CDS	690	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
PL25_04147	gene	2223	pcrA			
PL25_04147	CDS	2223	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
PL25_04148	gene	2013	ligA			
PL25_04148	CDS	2013	ligA	6.5.1.2		DNA ligase
PL25_04149	gene	1113	yerH			
PL25_04149	CDS	1113	yerH		COG4851	putative lipoprotein YerH
PL25_04150	gene	1269	nprA_1			
PL25_04150	CDS	1269	nprA_1			Transcriptional activator NprA
PL25_04151	gene	141				
PL25_04151	CDS	141				hypothetical protein
PL25_04152	gene	1521	putP_3			
PL25_04152	CDS	1521	putP_3		COG0591	High-affinity proline transporter PutP
PL25_04153	gene	291	gatC_2			
PL25_04153	CDS	291	gatC_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
PL25_04154	gene	1470	gatA_3			
PL25_04154	CDS	1470	gatA_3	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PL25_04155	gene	1431	gatB			
PL25_04155	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PL25_04156	gene	135				
PL25_04156	CDS	135				hypothetical protein
PL25_04157	gene	915	dagK			
PL25_04157	CDS	915	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
PL25_04158	gene	1386	rlmCD			
PL25_04158	CDS	1386	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
PL25_04159	gene	198				
PL25_04159	CDS	198				hypothetical protein
PL25_04160	gene	90				
PL25_04160	CDS	90				hypothetical protein
PL25_04161	gene	192				
PL25_04161	CDS	192				hypothetical protein
PL25_04162	gene	222				
PL25_04162	CDS	222				hypothetical protein
PL25_04163	gene	825				
PL25_04163	CDS	825				hypothetical protein
PL25_04164	gene	114				
PL25_04164	CDS	114				hypothetical protein
PL25_04165	gene	150				
PL25_04165	CDS	150				hypothetical protein
PL25_04166	gene	1692	yoaH			
PL25_04166	CDS	1692	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
PL25_04167	gene	363				
PL25_04167	CDS	363				hypothetical protein
PL25_04168	gene	768				
PL25_04168	CDS	768				hypothetical protein
PL25_04169	gene	828	rhaR_6			
PL25_04169	CDS	828	rhaR_6			HTH-type transcriptional activator RhaR
PL25_04170	gene	978	fpuA_2			
PL25_04170	CDS	978	fpuA_2			Petrobactin-binding protein FpuA
PL25_04171	gene	240				
PL25_04171	CDS	240				hypothetical protein
PL25_04172	gene	354				
PL25_04172	CDS	354				hypothetical protein
PL25_04173	gene	726				
PL25_04173	CDS	726				hypothetical protein
PL25_04174	gene	618				
PL25_04174	CDS	618				hypothetical protein
PL25_04175	gene	396				
PL25_04175	CDS	396				hypothetical protein
PL25_04176	gene	915	yicL			
PL25_04176	CDS	915	yicL		COG0697	putative inner membrane transporter YicL
PL25_04177	gene	888	melR			
PL25_04177	CDS	888	melR		COG2169	Melibiose operon regulatory protein
PL25_04178	gene	708				
PL25_04178	CDS	708				hypothetical protein
PL25_04179	gene	456				
PL25_04179	CDS	456				hypothetical protein
PL25_04180	gene	265				
PL25_04180	misc_RNA	265				T-box
PL25_04181	gene	807	metG_2			
PL25_04181	CDS	807	metG_2	6.1.1.10	COG0073	Methionine--tRNA ligase
PL25_04182	gene	1197				
PL25_04182	CDS	1197				hypothetical protein
PL25_04183	gene	930	lpxL			
PL25_04183	CDS	930	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
PL25_04184	gene	1266	entS_1			
PL25_04184	CDS	1266	entS_1			Enterobactin exporter EntS
PL25_04185	gene	321				
PL25_04185	CDS	321				IS1182 family transposase IS656
PL25_04186	gene	618				
PL25_04186	CDS	618				hypothetical protein
PL25_04187	gene	162				
PL25_04187	CDS	162				hypothetical protein
PL25_04188	gene	1257	nprA_2			
PL25_04188	CDS	1257	nprA_2			Transcriptional activator NprA
PL25_04189	gene	531				
PL25_04189	CDS	531				hypothetical protein
PL25_04190	gene	214				
PL25_04190	misc_RNA	214				T-box
PL25_04191	gene	1029	mccF_1			
PL25_04191	CDS	1029	mccF_1			Microcin C7 self-immunity protein MccF
PL25_04192	gene	204				
PL25_04192	CDS	204				hypothetical protein
PL25_04193	gene	198				
PL25_04193	CDS	198				hypothetical protein
PL25_04194	gene	465				
PL25_04194	CDS	465				hypothetical protein
PL25_04195	gene	561				
PL25_04195	CDS	561				hypothetical protein
PL25_04196	gene	489				
PL25_04196	CDS	489				hypothetical protein
PL25_04197	gene	603				
PL25_04197	CDS	603				hypothetical protein
PL25_04198	gene	312				
PL25_04198	CDS	312				hypothetical protein
PL25_04199	gene	567				
PL25_04199	CDS	567				hypothetical protein
PL25_04200	gene	2001				
PL25_04200	CDS	2001				hypothetical protein
PL25_04201	gene	1827				
PL25_04201	CDS	1827				hypothetical protein
PL25_04202	gene	756				
PL25_04202	CDS	756				hypothetical protein
PL25_04203	gene	216				
PL25_04203	CDS	216				hypothetical protein
PL25_04204	gene	483				
PL25_04204	CDS	483				hypothetical protein
PL25_04205	gene	219				
PL25_04205	CDS	219				hypothetical protein
PL25_04206	gene	195				
PL25_04206	CDS	195				hypothetical protein
PL25_04207	gene	309				
